Sales Person,Country,Product,Date,Amount,Boxes Shipped,Payment Type,Time of Day,Unnamed: 8
Brien Boise,New Zealand,Baker's Choco Chips,12-07-2023,6297.06,26,Card,Afternoon,
Ches Bonnell,Canada,Spicy Special Slims,05-08-2023,5859.21,193,Card,Evening,
Brien Boise,USA,Orange Choco,28-01-2023,6276.91,157,Cash,Morning,
Kaine Padly,India,Spicy Special Slims,31-08-2023,5674.7,147,Card,Morning,
Mallorie Waber,USA,50% Dark Bites,19-04-2023,1960.1,14,Card,Evening,
Mallorie Waber,UK,Mint Chip Choco,29-06-2023,6540.3,2,Cash,Afternoon,
Beverie Moffet,India,Choco Coated Almonds,24-02-2023,3818.21,287,UPI,Evening,
Madelene Upcott,UK,Smooth Sliky Salty,04-03-2023,14769.97,87,Card,Morning,
Gigi Bohling,India,Eclairs,21-06-2023,3687.44,73,Card,Morning,
Rafaelita Blaksland,Australia,Organic Choco Syrup,26-01-2023,1123.58,114,Cash,Evening,
Oby Sorrel,New Zealand,White Choc,10-06-2023,4612.08,38,Cash,Afternoon,
Andria Kimpton,UK,Drinking Coco,23-05-2023,1600.11,70,Card,Afternoon,
Kelci Walkden,India,Milk Bars,15-04-2023,975.67,105,Cash,Afternoon,
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,31-01-2023,5487.3,219,Card,Afternoon,
Andria Kimpton,New Zealand,Organic Choco Syrup,04-03-2023,4948.15,39,Cash,Evening,
Barr Faughny,New Zealand,After Nines,19-04-2023,11460.08,81,Card,Morning,
Beverie Moffet,UK,Almond Choco,16-05-2023,2628.33,101,Cash,Afternoon,
Oby Sorrel,Australia,Raspberry Choco,17-02-2023,1044.35,126,Cash,Evening,
Dennison Crosswaite,USA,Raspberry Choco,18-01-2023,7449.7,264,Card,Morning,
Roddy Speechley,Canada,Orange Choco,09-02-2023,9315.64,88,Card,Evening,
Mallorie Waber,Canada,Orange Choco,23-03-2023,3820.94,179,Cash,Evening,
Madelene Upcott,New Zealand,Caramel Stuffed Bars,01-02-2023,3782.83,150,Cash,Evening,
Mallorie Waber,India,Drinking Coco,07-03-2023,4525.72,146,UPI,Evening,
Ches Bonnell,UK,White Choc,03-01-2023,3730.79,237,Card,Afternoon,
Ches Bonnell,USA,White Choc,11-02-2023,6068.19,349,Cash,Evening,
Dennison Crosswaite,New Zealand,Orange Choco,16-03-2023,4944.46,144,Cash,Morning,
Dotty Strutley,India,White Choc,15-08-2023,12331.35,337,Card,Afternoon,
Gigi Bohling,India,Manuka Honey Choco,12-05-2023,5290.76,76,Card,Evening,
Van Tuxwell,India,Spicy Special Slims,11-04-2023,6874.06,4,Cash,Morning,
Jan Morforth,New Zealand,Mint Chip Choco,30-06-2023,20402.17,297,Card,Afternoon,
Dotty Strutley,New Zealand,White Choc,15-06-2023,7923.1,62,Card,Evening,
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,01-08-2023,8145.99,100,Card,Afternoon,
Kaine Padly,USA,Milk Bars,15-06-2023,16253.25,58,Card,Evening,
Brien Boise,India,After Nines,16-06-2023,5744.07,49,UPI,Evening,
Oby Sorrel,New Zealand,Raspberry Choco,13-05-2023,4908.71,288,Card,Evening,
Dennison Crosswaite,USA,Drinking Coco,10-05-2023,2369.87,139,Cash,Afternoon,
Oby Sorrel,India,Eclairs,25-08-2023,5973.24,337,UPI,Morning,
Ches Bonnell,New Zealand,Organic Choco Syrup,15-07-2023,8047.16,86,Card,Afternoon,
Gigi Bohling,UK,Baker's Choco Chips,16-05-2023,9656.56,400,Cash,Morning,
Jan Morforth,Australia,50% Dark Bites,14-06-2023,3925.06,186,Card,Morning,
Beverie Moffet,Australia,Smooth Sliky Salty,25-01-2023,11682.62,506,Card,Evening,
Ches Bonnell,USA,Organic Choco Syrup,28-07-2023,7874.15,13,Card,Afternoon,
Brien Boise,Canada,Mint Chip Choco,28-01-2023,5061.37,179,Cash,Afternoon,
Kaine Padly,UK,Orange Choco,29-06-2023,2099.24,186,Card,Morning,
Karlen McCaffrey,Australia,70% Dark Bites,24-06-2023,237.57,311,Card,Evening,
Gunar Cockshoot,Canada,Mint Chip Choco,01-07-2023,8829.77,445,Card,Evening,
Roddy Speechley,USA,Peanut Butter Cubes,25-02-2023,1733.09,135,Card,Morning,
Curtice Advani,Canada,Smooth Sliky Salty,01-08-2023,3047.18,12,Card,Afternoon,
Oby Sorrel,Australia,Milk Bars,21-06-2023,8497.72,276,Cash,Evening,
Camilla Castle,New Zealand,Spicy Special Slims,25-01-2023,12557.56,26,Card,Evening,
Gigi Bohling,UK,Milk Bars,17-05-2023,1406.91,231,Cash,Afternoon,
Andria Kimpton,Australia,85% Dark Bars,23-08-2023,4496.32,240,Card,Evening,
Camilla Castle,Australia,Smooth Sliky Salty,03-03-2023,8220.25,125,Card,Afternoon,
Roddy Speechley,India,Caramel Stuffed Bars,30-05-2023,9588.03,562,Cash,Evening,
Karlen McCaffrey,USA,Drinking Coco,29-06-2023,114.82,231,Cash,Evening,
Andria Kimpton,Canada,Organic Choco Syrup,04-01-2023,8804.98,214,Cash,Afternoon,
Jehu Rudeforth,Australia,Drinking Coco,14-01-2023,2900.61,68,Cash,Morning,
Karlen McCaffrey,USA,Mint Chip Choco,15-02-2023,16773.08,58,Card,Morning,
Curtice Advani,New Zealand,Spicy Special Slims,10-01-2023,4153.59,513,Card,Morning,
Madelene Upcott,USA,White Choc,04-05-2023,12571.07,226,Card,Morning,
Andria Kimpton,USA,Spicy Special Slims,23-05-2023,2553.46,5,Cash,Morning,
Barr Faughny,New Zealand,Fruit & Nut Bars,26-04-2023,1888.94,159,Card,Afternoon,
Oby Sorrel,Canada,Organic Choco Syrup,05-07-2023,1310.04,71,Card,Morning,
Madelene Upcott,UK,Organic Choco Syrup,21-07-2023,7805.9,179,Card,Afternoon,
Dotty Strutley,USA,Mint Chip Choco,21-02-2023,6101.12,261,Cash,Morning,
Kelci Walkden,USA,Orange Choco,03-02-2023,1425.81,133,Card,Morning,
Gigi Bohling,Australia,Caramel Stuffed Bars,08-07-2023,8724.4,147,Card,Morning,
Mallorie Waber,India,50% Dark Bites,31-05-2023,664.82,147,UPI,Morning,
Van Tuxwell,New Zealand,Mint Chip Choco,27-06-2023,4351.31,103,Cash,Afternoon,
Van Tuxwell,India,50% Dark Bites,13-05-2023,5825.09,123,Cash,Afternoon,
Van Tuxwell,USA,Manuka Honey Choco,31-05-2023,2418.93,110,Card,Afternoon,
Wilone O'Kielt,USA,Orange Choco,28-02-2023,7725.52,38,Cash,Evening,
Barr Faughny,New Zealand,Eclairs,28-03-2023,7144.08,32,Card,Evening,
Gigi Bohling,USA,After Nines,14-01-2023,2043.13,243,Cash,Evening,
Barr Faughny,New Zealand,Mint Chip Choco,21-02-2023,6526.01,147,Cash,Evening,
Dennison Crosswaite,Canada,85% Dark Bars,01-08-2023,11334.77,89,Cash,Morning,
Beverie Moffet,New Zealand,Smooth Sliky Salty,19-05-2023,2492.67,58,Cash,Afternoon,
Husein Augar,USA,White Choc,13-07-2023,2066.48,59,Card,Afternoon,
Andria Kimpton,Australia,Peanut Butter Cubes,20-04-2023,7009.01,150,Cash,Morning,
Dennison Crosswaite,India,85% Dark Bars,30-06-2023,4562.97,21,Card,Evening,
Curtice Advani,UK,50% Dark Bites,08-03-2023,3442.99,142,Card,Morning,
Gunar Cockshoot,USA,Fruit & Nut Bars,09-03-2023,6669.6,99,Card,Evening,
Oby Sorrel,Canada,Raspberry Choco,16-06-2023,1902.47,217,Cash,Morning,
Gigi Bohling,UK,Drinking Coco,30-06-2023,6157.17,43,Cash,Morning,
Kelci Walkden,India,Mint Chip Choco,28-07-2023,3012.68,129,Cash,Evening,
Karlen McCaffrey,Canada,Peanut Butter Cubes,12-08-2023,3473.62,170,Cash,Afternoon,
Barr Faughny,UK,Mint Chip Choco,07-07-2023,4129.98,332,Card,Evening,
Barr Faughny,USA,85% Dark Bars,25-08-2023,14566.22,45,Cash,Morning,
Husein Augar,Canada,Eclairs,17-01-2023,4049.61,255,Card,Morning,
Jan Morforth,Australia,70% Dark Bites,04-03-2023,5924.44,396,Cash,Morning,
Marney O'Breen,New Zealand,Fruit & Nut Bars,25-08-2023,10100.95,4,Cash,Evening,
Ches Bonnell,UK,Peanut Butter Cubes,15-04-2023,2362.01,272,Card,Afternoon,
Kaine Padly,USA,Organic Choco Syrup,11-03-2023,2638.76,24,Cash,Evening,
Camilla Castle,USA,Raspberry Choco,20-05-2023,3496.41,18,Card,Afternoon,
Brien Boise,New Zealand,Manuka Honey Choco,14-06-2023,17222.86,44,Cash,Afternoon,
Jehu Rudeforth,New Zealand,After Nines,14-04-2023,1604.87,71,Cash,Afternoon,
Jehu Rudeforth,USA,Smooth Sliky Salty,07-07-2023,7170.21,151,Cash,Morning,
Madelene Upcott,India,Mint Chip Choco,24-08-2023,4090.16,75,Card,Evening,
Jehu Rudeforth,India,Eclairs,24-02-2023,9574.38,134,UPI,Morning,
Karlen McCaffrey,Canada,Raspberry Choco,09-05-2023,717.9,213,Cash,Afternoon,
Kaine Padly,Australia,70% Dark Bites,08-02-2023,7734.54,227,Card,Morning,
Roddy Speechley,UK,70% Dark Bites,24-03-2023,1606.49,305,Card,Evening,
Rafaelita Blaksland,USA,Drinking Coco,20-06-2023,9170.09,79,Card,Evening,
Mallorie Waber,Canada,Manuka Honey Choco,07-03-2023,1583.57,122,Card,Evening,
Kaine Padly,Australia,Fruit & Nut Bars,20-06-2023,7684.52,83,Card,Evening,
Oby Sorrel,New Zealand,Organic Choco Syrup,17-02-2023,16765.07,261,Cash,Morning,
Madelene Upcott,UK,99% Dark & Pure,26-01-2023,11796.63,45,Card,Evening,
Madelene Upcott,Australia,Mint Chip Choco,02-05-2023,2766.65,148,Card,Afternoon,
Curtice Advani,Canada,99% Dark & Pure,07-07-2023,13232.74,7,Card,Morning,
Rafaelita Blaksland,Australia,Baker's Choco Chips,22-08-2023,2820.41,50,Cash,Afternoon,
Karlen McCaffrey,Australia,After Nines,11-08-2023,2483.32,65,Cash,Evening,
Marney O'Breen,UK,99% Dark & Pure,13-01-2023,9124.16,209,Card,Afternoon,
Gunar Cockshoot,Australia,50% Dark Bites,02-03-2023,12728.16,111,Card,Afternoon,
Marney O'Breen,Australia,Choco Coated Almonds,27-07-2023,12624.64,41,Card,Afternoon,
Kelci Walkden,New Zealand,Drinking Coco,10-03-2023,17584.16,110,Card,Morning,
Beverie Moffet,USA,85% Dark Bars,23-08-2023,13156.49,360,Cash,Morning,
Roddy Speechley,USA,Eclairs,25-04-2023,4164.1,167,Cash,Morning,
Dennison Crosswaite,UK,Milk Bars,07-03-2023,11698.98,436,Card,Morning,
Wilone O'Kielt,UK,Organic Choco Syrup,12-07-2023,4964.25,56,Card,Afternoon,
Madelene Upcott,USA,Orange Choco,16-05-2023,8258.37,132,Card,Morning,
Gunar Cockshoot,India,Smooth Sliky Salty,02-03-2023,3938.2,70,Cash,Evening,
Marney O'Breen,New Zealand,85% Dark Bars,30-05-2023,1368.27,163,Cash,Morning,
Marney O'Breen,UK,Manuka Honey Choco,10-06-2023,12449.46,177,Card,Morning,
Brien Boise,USA,99% Dark & Pure,25-07-2023,7323.82,339,Card,Afternoon,
Beverie Moffet,New Zealand,Mint Chip Choco,09-06-2023,4560.81,102,Card,Evening,
Dennison Crosswaite,USA,Milk Bars,12-05-2023,777.46,58,Card,Morning,
Gunar Cockshoot,USA,Drinking Coco,09-05-2023,3857.27,5,Card,Morning,
Brien Boise,Canada,Manuka Honey Choco,09-08-2023,7442.69,179,Cash,Afternoon,
Van Tuxwell,India,Choco Coated Almonds,13-04-2023,5799.3,125,UPI,Evening,
Andria Kimpton,USA,Caramel Stuffed Bars,02-05-2023,8836.9,48,Card,Morning,
Dotty Strutley,USA,99% Dark & Pure,09-08-2023,4185.0,315,Card,Afternoon,
Camilla Castle,Australia,Raspberry Choco,23-08-2023,6984.06,174,Card,Morning,
Gunar Cockshoot,India,Spicy Special Slims,13-05-2023,7362.7,179,Cash,Morning,
Karlen McCaffrey,USA,Manuka Honey Choco,01-02-2023,10338.27,73,Cash,Morning,
Camilla Castle,USA,50% Dark Bites,23-06-2023,6215.72,324,Card,Afternoon,
Madelene Upcott,UK,Choco Coated Almonds,24-05-2023,10400.66,144,Cash,Evening,
Jan Morforth,Canada,Mint Chip Choco,01-04-2023,1062.61,217,Card,Afternoon,
Camilla Castle,Canada,70% Dark Bites,27-07-2023,10095.71,151,Cash,Afternoon,
Ches Bonnell,India,Peanut Butter Cubes,27-01-2023,23251.68,210,Card,Evening,
Jan Morforth,India,Choco Coated Almonds,12-08-2023,2669.61,143,UPI,Morning,
Gigi Bohling,Canada,Almond Choco,01-02-2023,10265.97,49,Cash,Afternoon,
Rafaelita Blaksland,India,After Nines,02-03-2023,5423.54,203,UPI,Morning,
Kelci Walkden,Australia,99% Dark & Pure,30-06-2023,3272.68,32,Card,Morning,
Dotty Strutley,Australia,Spicy Special Slims,17-01-2023,8840.59,92,Cash,Evening,
Brien Boise,USA,Milk Bars,07-07-2023,14460.51,124,Card,Evening,
Mallorie Waber,New Zealand,Mint Chip Choco,31-01-2023,1461.99,109,Cash,Afternoon,
Beverie Moffet,UK,99% Dark & Pure,10-08-2023,3701.6,131,Card,Evening,
Beverie Moffet,USA,Peanut Butter Cubes,18-08-2023,13951.32,329,Card,Morning,
Brien Boise,New Zealand,White Choc,15-06-2023,5774.92,325,Card,Morning,
Marney O'Breen,USA,Baker's Choco Chips,26-01-2023,9718.87,10,Card,Afternoon,
Kelci Walkden,USA,Spicy Special Slims,29-04-2023,87.52,69,Card,Morning,
Mallorie Waber,Canada,White Choc,03-03-2023,3398.51,74,Cash,Evening,
Kaine Padly,Australia,Almond Choco,22-02-2023,4371.77,375,Cash,Evening,
Oby Sorrel,USA,Smooth Sliky Salty,04-03-2023,3632.32,169,Card,Afternoon,
Dennison Crosswaite,India,Smooth Sliky Salty,07-07-2023,3343.85,10,Card,Afternoon,
Camilla Castle,New Zealand,Caramel Stuffed Bars,17-06-2023,4400.28,364,Cash,Evening,
Jan Morforth,Canada,Caramel Stuffed Bars,02-08-2023,10802.13,124,Cash,Evening,
Oby Sorrel,USA,Baker's Choco Chips,12-08-2023,9154.17,123,Card,Afternoon,
Madelene Upcott,New Zealand,Peanut Butter Cubes,28-01-2023,5360.89,340,Card,Afternoon,
Kelci Walkden,Australia,Orange Choco,29-04-2023,11597.46,462,Cash,Morning,
Marney O'Breen,Australia,Manuka Honey Choco,05-04-2023,14939.24,238,Card,Evening,
Kaine Padly,Canada,Manuka Honey Choco,18-01-2023,10845.85,146,Cash,Morning,
Jehu Rudeforth,UK,Baker's Choco Chips,16-05-2023,2832.78,104,Card,Evening,
Kelci Walkden,Australia,White Choc,24-08-2023,8879.72,177,Card,Morning,
Curtice Advani,India,85% Dark Bars,18-01-2023,298.34,399,Cash,Afternoon,
Kaine Padly,USA,Eclairs,22-08-2023,7799.51,10,Card,Morning,
Gunar Cockshoot,UK,99% Dark & Pure,07-03-2023,8.04,85,Card,Afternoon,
Beverie Moffet,UK,Choco Coated Almonds,04-03-2023,3212.35,66,Cash,Afternoon,
Dotty Strutley,Canada,Manuka Honey Choco,22-04-2023,12048.56,113,Card,Afternoon,
Kaine Padly,Australia,Milk Bars,09-06-2023,4499.64,91,Cash,Morning,
Jan Morforth,Canada,Fruit & Nut Bars,25-07-2023,9984.16,207,Card,Afternoon,
Jan Morforth,India,Smooth Sliky Salty,03-08-2023,11867.83,95,Cash,Evening,
Rafaelita Blaksland,Australia,Manuka Honey Choco,03-08-2023,4806.65,132,Cash,Morning,
Jehu Rudeforth,UK,Milk Bars,03-05-2023,13420.93,232,Cash,Morning,
Husein Augar,Canada,After Nines,19-01-2023,10407.51,301,Card,Afternoon,
Roddy Speechley,USA,50% Dark Bites,11-02-2023,10849.39,330,Cash,Morning,
Van Tuxwell,India,Almond Choco,14-06-2023,7247.29,402,Card,Morning,
Kelci Walkden,USA,50% Dark Bites,23-03-2023,6387.65,227,Card,Evening,
Madelene Upcott,Canada,85% Dark Bars,17-02-2023,8373.42,108,Card,Evening,
Dennison Crosswaite,Canada,Smooth Sliky Salty,17-03-2023,1887.19,488,Card,Afternoon,
Mallorie Waber,Australia,Spicy Special Slims,29-06-2023,6054.04,287,Cash,Evening,
Ches Bonnell,Canada,Choco Coated Almonds,24-08-2023,16254.61,268,Cash,Evening,
Gigi Bohling,Canada,Spicy Special Slims,04-07-2023,13173.56,301,Cash,Morning,
Roddy Speechley,New Zealand,Almond Choco,28-03-2023,2721.46,72,Card,Morning,
Curtice Advani,India,Smooth Sliky Salty,19-04-2023,19283.64,139,Card,Morning,
Ches Bonnell,New Zealand,Mint Chip Choco,18-01-2023,9327.52,232,Cash,Morning,
Van Tuxwell,New Zealand,Fruit & Nut Bars,17-01-2023,3184.03,85,Card,Afternoon,
Andria Kimpton,New Zealand,Mint Chip Choco,15-02-2023,9738.74,209,Cash,Evening,
Andria Kimpton,UK,Milk Bars,11-02-2023,16486.65,314,Cash,Afternoon,
Camilla Castle,USA,Manuka Honey Choco,21-03-2023,16792.23,184,Card,Afternoon,
Gunar Cockshoot,New Zealand,Almond Choco,05-01-2023,5752.62,125,Card,Morning,
Brien Boise,India,Raspberry Choco,30-05-2023,6833.28,157,Cash,Afternoon,
Jehu Rudeforth,USA,99% Dark & Pure,04-01-2023,2815.72,222,Card,Afternoon,
Beverie Moffet,Australia,Fruit & Nut Bars,22-04-2023,1545.36,269,Card,Afternoon,
Gigi Bohling,Canada,Milk Bars,10-02-2023,3432.73,120,Card,Morning,
Dotty Strutley,India,Spicy Special Slims,12-08-2023,1001.99,217,Cash,Evening,
Gunar Cockshoot,USA,Organic Choco Syrup,10-08-2023,2494.19,315,Card,Evening,
Kelci Walkden,Australia,Raspberry Choco,07-06-2023,770.25,61,Card,Morning,
Jehu Rudeforth,India,Baker's Choco Chips,06-06-2023,2261.98,73,UPI,Afternoon,
Karlen McCaffrey,New Zealand,Baker's Choco Chips,05-04-2023,5667.58,204,Card,Evening,
Wilone O'Kielt,USA,50% Dark Bites,18-04-2023,4738.71,125,Card,Morning,
Andria Kimpton,India,50% Dark Bites,31-01-2023,13661.89,15,Cash,Afternoon,
Madelene Upcott,USA,Baker's Choco Chips,22-08-2023,6067.19,151,Cash,Afternoon,
Jehu Rudeforth,Australia,99% Dark & Pure,25-02-2023,11720.99,204,Card,Morning,
Jan Morforth,Australia,Mint Chip Choco,22-02-2023,19999.55,106,Cash,Morning,
Oby Sorrel,New Zealand,Milk Bars,12-01-2023,4484.03,201,Card,Evening,
Brien Boise,UK,Almond Choco,25-05-2023,107.24,129,Card,Morning,
Kelci Walkden,India,Smooth Sliky Salty,01-02-2023,2525.98,8,Cash,Morning,
Rafaelita Blaksland,UK,Eclairs,27-04-2023,1577.84,67,Card,Afternoon,
Gigi Bohling,USA,Smooth Sliky Salty,22-07-2023,2972.07,129,Cash,Afternoon,
Curtice Advani,New Zealand,Mint Chip Choco,26-01-2023,3691.63,284,Card,Morning,
Curtice Advani,USA,Mint Chip Choco,24-08-2023,5188.89,293,Card,Morning,
Madelene Upcott,New Zealand,Fruit & Nut Bars,18-01-2023,5766.51,21,Card,Evening,
Karlen McCaffrey,India,85% Dark Bars,30-03-2023,1036.77,82,Cash,Afternoon,
Ches Bonnell,Australia,Caramel Stuffed Bars,17-01-2023,10033.52,163,Cash,Afternoon,
Kelci Walkden,USA,Fruit & Nut Bars,17-02-2023,5220.69,154,Cash,Evening,
Kelci Walkden,Canada,Peanut Butter Cubes,08-04-2023,8106.62,47,Cash,Evening,
Gigi Bohling,Canada,Drinking Coco,06-07-2023,3934.09,86,Card,Evening,
Husein Augar,India,Fruit & Nut Bars,04-04-2023,4508.93,231,UPI,Morning,
Jan Morforth,New Zealand,Organic Choco Syrup,02-03-2023,1921.57,226,Card,Morning,
Gigi Bohling,New Zealand,Raspberry Choco,09-08-2023,1161.31,181,Card,Afternoon,
Dennison Crosswaite,Australia,Milk Bars,09-06-2023,11389.29,282,Card,Morning,
Ches Bonnell,UK,Caramel Stuffed Bars,02-06-2023,3032.3,313,Cash,Evening,
Van Tuxwell,USA,Fruit & Nut Bars,05-07-2023,6871.55,238,Card,Morning,
Andria Kimpton,Canada,Eclairs,11-08-2023,339.99,124,Cash,Evening,
Madelene Upcott,India,Choco Coated Almonds,11-02-2023,3720.22,141,UPI,Afternoon,
Kelci Walkden,New Zealand,Spicy Special Slims,11-08-2023,731.19,69,Card,Morning,
Roddy Speechley,Australia,Drinking Coco,12-05-2023,13288.65,112,Cash,Morning,
Wilone O'Kielt,USA,Milk Bars,15-07-2023,5332.79,101,Card,Morning,
Andria Kimpton,India,Organic Choco Syrup,18-01-2023,3971.78,131,UPI,Evening,
Madelene Upcott,UK,Fruit & Nut Bars,05-01-2023,9538.21,198,Card,Afternoon,
Curtice Advani,Australia,50% Dark Bites,29-06-2023,547.85,221,Card,Evening,
Brien Boise,Canada,Raspberry Choco,14-06-2023,2994.76,47,Cash,Afternoon,
Gunar Cockshoot,India,Mint Chip Choco,08-08-2023,4451.38,71,UPI,Morning,
Dennison Crosswaite,India,Mint Chip Choco,23-03-2023,14691.77,143,UPI,Evening,
Barr Faughny,India,Caramel Stuffed Bars,04-01-2023,7042.98,107,Cash,Evening,
Brien Boise,India,Milk Bars,22-02-2023,15583.0,248,Card,Morning,
Beverie Moffet,UK,Spicy Special Slims,17-02-2023,9059.82,268,Card,Evening,
Barr Faughny,USA,Almond Choco,03-02-2023,430.59,85,Cash,Evening,
Van Tuxwell,Canada,Raspberry Choco,17-03-2023,1264.25,137,Card,Morning,
Wilone O'Kielt,Australia,Baker's Choco Chips,25-01-2023,2995.47,156,Card,Morning,
Brien Boise,Australia,Milk Bars,27-07-2023,2117.82,56,Card,Evening,
Husein Augar,Australia,Fruit & Nut Bars,28-01-2023,8081.79,54,Cash,Evening,
Madelene Upcott,Australia,Organic Choco Syrup,05-07-2023,11542.54,49,Card,Evening,
Van Tuxwell,India,White Choc,15-03-2023,2183.68,46,Cash,Afternoon,
Gunar Cockshoot,Canada,After Nines,04-08-2023,3125.34,191,Card,Morning,
Jan Morforth,USA,Fruit & Nut Bars,27-06-2023,4891.86,380,Cash,Afternoon,
Jan Morforth,Canada,After Nines,13-07-2023,4881.32,183,Card,Afternoon,
Barr Faughny,New Zealand,Manuka Honey Choco,24-02-2023,5917.62,238,Card,Evening,
Karlen McCaffrey,New Zealand,85% Dark Bars,28-06-2023,6312.53,60,Cash,Afternoon,
Oby Sorrel,Australia,85% Dark Bars,30-06-2023,7956.28,27,Card,Morning,
Curtice Advani,Canada,Choco Coated Almonds,18-08-2023,5895.88,7,Cash,Morning,
Kaine Padly,India,70% Dark Bites,24-01-2023,13535.7,296,UPI,Morning,
Beverie Moffet,USA,White Choc,11-03-2023,5639.9,129,Cash,Evening,
Ches Bonnell,New Zealand,After Nines,23-06-2023,5813.44,356,Card,Afternoon,
Husein Augar,India,Spicy Special Slims,22-08-2023,2514.82,32,UPI,Morning,
Gunar Cockshoot,Canada,50% Dark Bites,04-01-2023,3044.01,22,Cash,Afternoon,
Curtice Advani,India,Milk Bars,05-04-2023,3902.04,214,Cash,Afternoon,
Beverie Moffet,India,Milk Bars,15-04-2023,1928.74,354,UPI,Morning,
Husein Augar,Australia,White Choc,11-05-2023,3251.53,241,Cash,Afternoon,
Andria Kimpton,Canada,Manuka Honey Choco,21-07-2023,5031.94,495,Card,Morning,
Jan Morforth,New Zealand,Orange Choco,11-02-2023,1350.26,89,Card,Evening,
Andria Kimpton,Canada,Smooth Sliky Salty,08-07-2023,1187.71,75,Card,Afternoon,
Gunar Cockshoot,UK,Raspberry Choco,11-08-2023,7055.38,334,Card,Morning,
Husein Augar,New Zealand,After Nines,04-08-2023,7231.89,8,Card,Evening,
Andria Kimpton,New Zealand,Orange Choco,14-06-2023,9295.83,93,Cash,Morning,
Dennison Crosswaite,UK,Baker's Choco Chips,17-01-2023,2276.94,296,Card,Evening,
Jehu Rudeforth,Canada,Orange Choco,23-06-2023,4229.79,548,Cash,Morning,
Jehu Rudeforth,UK,Smooth Sliky Salty,24-08-2023,1640.53,119,Cash,Morning,
Andria Kimpton,UK,Caramel Stuffed Bars,07-06-2023,8234.5,294,Cash,Evening,
Jan Morforth,UK,White Choc,22-06-2023,10087.04,46,Card,Evening,
Dotty Strutley,USA,Fruit & Nut Bars,13-07-2023,3169.26,281,Cash,Afternoon,
Kelci Walkden,UK,Choco Coated Almonds,24-05-2023,10355.42,215,Cash,Evening,
Gunar Cockshoot,New Zealand,After Nines,09-08-2023,7772.63,140,Card,Afternoon,
Kaine Padly,Canada,85% Dark Bars,06-04-2023,1992.77,31,Cash,Evening,
Jan Morforth,New Zealand,Manuka Honey Choco,28-07-2023,1815.56,266,Card,Afternoon,
Gunar Cockshoot,New Zealand,Raspberry Choco,24-08-2023,727.11,50,Card,Morning,
Van Tuxwell,Australia,99% Dark & Pure,17-01-2023,114.96,132,Card,Evening,
Curtice Advani,USA,Drinking Coco,07-02-2023,5378.09,142,Cash,Afternoon,
Brien Boise,Australia,Spicy Special Slims,09-05-2023,6707.63,269,Card,Evening,
Mallorie Waber,New Zealand,85% Dark Bars,06-06-2023,8167.18,102,Cash,Evening,
Wilone O'Kielt,USA,Choco Coated Almonds,06-06-2023,9950.14,6,Cash,Evening,
Beverie Moffet,New Zealand,Organic Choco Syrup,24-05-2023,7229.26,215,Card,Afternoon,
Gunar Cockshoot,UK,50% Dark Bites,13-01-2023,2260.21,128,Cash,Evening,
Marney O'Breen,USA,Raspberry Choco,23-05-2023,6206.9,149,Card,Afternoon,
Jehu Rudeforth,UK,White Choc,29-06-2023,1889.83,286,Cash,Evening,
Jehu Rudeforth,New Zealand,85% Dark Bars,11-03-2023,7797.24,88,Cash,Morning,
Dotty Strutley,USA,85% Dark Bars,25-04-2023,11644.92,536,Cash,Morning,
Rafaelita Blaksland,Australia,Smooth Sliky Salty,30-05-2023,4207.22,255,Cash,Afternoon,
Curtice Advani,India,Manuka Honey Choco,23-05-2023,1683.88,169,UPI,Evening,
Mallorie Waber,USA,Peanut Butter Cubes,23-05-2023,1337.36,18,Cash,Evening,
Van Tuxwell,Canada,Peanut Butter Cubes,24-06-2023,7147.04,300,Card,Afternoon,
Kelci Walkden,New Zealand,Smooth Sliky Salty,11-03-2023,12030.46,296,Card,Afternoon,
Rafaelita Blaksland,USA,Smooth Sliky Salty,27-07-2023,15844.58,232,Card,Evening,
